date,keyword,counts
12/18/22,NVIDIA,2
12/18/22,OLED monitor,0
12/18/22,Samsung,24
12/18/22,laptop,36
12/18/22,mechanical keyboard,1
12/18/22,noise cancelling headphones,1
12/18/22,smartphone,1
12/18/22,smartwatch,2
12/25/22,Apple,83
12/25/22,Logitech,3
12/25/22,NVIDIA,3
12/25/22,OLED monitor,0
12/25/22,Samsung,28
12/25/22,laptop,39
12/25/22,mechanical keyboard,1
12/25/22,noise cancelling headphones,1
12/25/22,smartphone,1
12/25/22,smartwatch,2
1/1/23,Apple,68
1/1/23,Logitech,2
1/1/23,NVIDIA,2
1/1/23,OLED monitor,0
1/1/23,Samsung,23
1/1/23,laptop,35
1/1/23,mechanical keyboard,1
1/1/23,noise cancelling headphones,1
1/1/23,smartphone,0
1/1/23,smartwatch,2
1/8/23,Apple,63
1/8/23,Logitech,2
1/8/23,NVIDIA,3
1/8/23,OLED monitor,0
1/8/23,Samsung,21
1/8/23,laptop,38
1/8/23,mechanical keyboard,1
1/8/23,noise cancelling headphones,1
1/8/23,smartphone,1
1/8/23,smartwatch,2
1/15/23,Apple,62
1/15/23,Logitech,2
1/15/23,NVIDIA,2
1/15/23,OLED monitor,0
1/15/23,Samsung,22
1/15/23,laptop,36
1/15/23,mechanical keyboard,1
1/15/23,noise cancelling headphones,1
1/15/23,smartphone,1
1/15/23,smartwatch,2
1/22/23,Apple,62
1/22/23,Logitech,2
1/22/23,NVIDIA,3
1/22/23,OLED monitor,0
1/22/23,Samsung,21
1/22/23,laptop,37
1/22/23,mechanical keyboard,1
1/22/23,noise cancelling headphones,1
1/22/23,smartphone,1
1/22/23,smartwatch,2
1/29/23,Apple,61
1/29/23,Logitech,2
1/29/23,NVIDIA,3
1/29/23,OLED monitor,0
1/29/23,Samsung,24
1/29/23,laptop,37
1/29/23,mechanical keyboard,1
1/29/23,noise cancelling headphones,1
1/29/23,smartphone,1
1/29/23,smartwatch,1
2/5/23,Apple,59
2/5/23,Logitech,2
2/5/23,NVIDIA,3
2/5/23,OLED monitor,0
2/5/23,Samsung,22
2/5/23,laptop,37
2/5/23,mechanical keyboard,1
2/5/23,noise cancelling headphones,1
2/5/23,smartphone,1
2/5/23,smartwatch,1
2/12/23,Apple,60
2/12/23,Logitech,2
2/12/23,NVIDIA,3
2/12/23,OLED monitor,0
2/12/23,Samsung,24
2/12/23,laptop,35
2/12/23,mechanical keyboard,1
2/12/23,noise cancelling headphones,1
2/12/23,smartphone,1
2/12/23,smartwatch,1
2/19/23,Apple,58
2/19/23,Logitech,2
2/19/23,NVIDIA,3
2/19/23,OLED monitor,0
2/19/23,Samsung,22
2/19/23,laptop,35
2/19/23,mechanical keyboard,1
2/19/23,noise cancelling headphones,1
2/19/23,smartphone,0
2/19/23,smartwatch,1
2/26/23,Apple,58
2/26/23,Logitech,2
2/26/23,NVIDIA,2
2/26/23,OLED monitor,0
2/26/23,Samsung,22
2/26/23,laptop,36
2/26/23,mechanical keyboard,1
2/26/23,noise cancelling headphones,1
2/26/23,smartphone,1
2/26/23,smartwatch,1
3/5/23,Apple,57
3/5/23,Logitech,2
3/5/23,NVIDIA,3
3/5/23,OLED monitor,0
3/5/23,Samsung,21
3/5/23,laptop,34
3/5/23,mechanical keyboard,1
3/5/23,noise cancelling headphones,1
3/5/23,smartphone,0
3/5/23,smartwatch,1
3/12/23,Apple,58
3/12/23,Logitech,2
3/12/23,NVIDIA,3
3/12/23,OLED monitor,0
3/12/23,Samsung,21
3/12/23,laptop,34
3/12/23,mechanical keyboard,1
3/12/23,noise cancelling headphones,1
3/12/23,smartphone,0
3/12/23,smartwatch,2
3/19/23,Apple,61
3/19/23,Logitech,2
3/19/23,NVIDIA,3
3/19/23,OLED monitor,0
3/19/23,Samsung,20
3/19/23,laptop,34
3/19/23,mechanical keyboard,1
3/19/23,noise cancelling headphones,1
3/19/23,smartphone,1
3/19/23,smartwatch,1
3/26/23,Apple,58
3/26/23,Logitech,2
3/26/23,NVIDIA,3
3/26/23,OLED monitor,0
3/26/23,Samsung,20
3/26/23,laptop,33
3/26/23,mechanical keyboard,1
3/26/23,noise cancelling headphones,1
3/26/23,smartphone,1
3/26/23,smartwatch,1
4/2/23,Apple,57
4/2/23,Logitech,2
4/2/23,NVIDIA,2
4/2/23,OLED monitor,0
4/2/23,Samsung,21
4/2/23,laptop,32
4/2/23,mechanical keyboard,1
4/2/23,noise cancelling headphones,1
4/2/23,smartphone,1
4/2/23,smartwatch,1
4/9/23,Apple,56
4/9/23,Logitech,2
4/9/23,NVIDIA,3
4/9/23,OLED monitor,0
4/9/23,Samsung,19
4/9/23,laptop,31
4/9/23,mechanical keyboard,1
4/9/23,noise cancelling headphones,1
4/9/23,smartphone,1
4/9/23,smartwatch,1
4/16/23,Apple,61
4/16/23,Logitech,2
4/16/23,NVIDIA,2
4/16/23,OLED monitor,0
4/16/23,Samsung,20
4/16/23,laptop,33
4/16/23,mechanical keyboard,1
4/16/23,noise cancelling headphones,1
4/16/23,smartphone,1
4/16/23,smartwatch,1
4/23/23,Apple,59
4/23/23,Logitech,2
4/23/23,NVIDIA,2
4/23/23,OLED monitor,0
4/23/23,Samsung,20
4/23/23,laptop,32
4/23/23,mechanical keyboard,1
4/23/23,noise cancelling headphones,1
4/23/23,smartphone,1
4/23/23,smartwatch,1
4/30/23,Apple,61
4/30/23,Logitech,2
4/30/23,NVIDIA,3
4/30/23,OLED monitor,0
4/30/23,Samsung,19
4/30/23,laptop,31
4/30/23,mechanical keyboard,1
4/30/23,noise cancelling headphones,1
4/30/23,smartphone,1
4/30/23,smartwatch,1
5/7/23,Apple,57
5/7/23,Logitech,2
5/7/23,NVIDIA,2
5/7/23,OLED monitor,0
5/7/23,Samsung,19
5/7/23,laptop,31
5/7/23,mechanical keyboard,1
5/7/23,noise cancelling headphones,1
5/7/23,smartphone,1
5/7/23,smartwatch,1
5/14/23,Apple,59
5/14/23,Logitech,2
5/14/23,NVIDIA,3
5/14/23,OLED monitor,0
5/14/23,Samsung,20
5/14/23,laptop,31
5/14/23,mechanical keyboard,1
5/14/23,noise cancelling headphones,1
5/14/23,smartphone,1
5/14/23,smartwatch,1
5/21/23,Apple,58
5/21/23,Logitech,2
5/21/23,NVIDIA,6
5/21/23,OLED monitor,0
5/21/23,Samsung,22
5/21/23,laptop,32
5/21/23,mechanical keyboard,1
5/21/23,noise cancelling headphones,1
5/21/23,smartphone,0
5/21/23,smartwatch,2
5/28/23,Apple,62
5/28/23,Logitech,2
5/28/23,NVIDIA,6
5/28/23,OLED monitor,0
5/28/23,Samsung,21
5/28/23,laptop,33
5/28/23,mechanical keyboard,1
5/28/23,noise cancelling headphones,1
5/28/23,smartphone,0
5/28/23,smartwatch,2
6/4/23,Apple,80
6/4/23,Logitech,2
6/4/23,NVIDIA,4
6/4/23,OLED monitor,0
6/4/23,Samsung,20
6/4/23,laptop,34
6/4/23,mechanical keyboard,1
6/4/23,noise cancelling headphones,1
6/4/23,smartphone,1
6/4/23,smartwatch,1
6/11/23,Apple,67
6/11/23,Logitech,2
6/11/23,NVIDIA,4
6/11/23,OLED monitor,0
6/11/23,Samsung,20
6/11/23,laptop,36
6/11/23,mechanical keyboard,1
6/11/23,noise cancelling headphones,1
6/11/23,smartphone,1
6/11/23,smartwatch,2
6/18/23,Apple,63
6/18/23,Logitech,3
6/18/23,NVIDIA,3
6/18/23,OLED monitor,0
6/18/23,Samsung,22
6/18/23,laptop,34
6/18/23,mechanical keyboard,1
6/18/23,noise cancelling headphones,1
6/18/23,smartphone,1
6/18/23,smartwatch,2
6/25/23,Apple,62
6/25/23,Logitech,3
6/25/23,NVIDIA,3
6/25/23,OLED monitor,0
6/25/23,Samsung,22
6/25/23,laptop,34
6/25/23,mechanical keyboard,1
6/25/23,noise cancelling headphones,1
6/25/23,smartphone,1
6/25/23,smartwatch,2
7/2/23,Apple,64
7/2/23,Logitech,2
7/2/23,NVIDIA,3
7/2/23,OLED monitor,0
7/2/23,Samsung,24
7/2/23,laptop,31
7/2/23,mechanical keyboard,1
7/2/23,noise cancelling headphones,1
7/2/23,smartphone,1
7/2/23,smartwatch,1
7/9/23,Apple,67
7/9/23,Logitech,2
7/9/23,NVIDIA,4
7/9/23,OLED monitor,0
7/9/23,Samsung,24
7/9/23,laptop,38
7/9/23,mechanical keyboard,1
7/9/23,noise cancelling headphones,1
7/9/23,smartphone,1
7/9/23,smartwatch,2
7/16/23,Apple,63
7/16/23,Logitech,2
7/16/23,NVIDIA,3
7/16/23,OLED monitor,0
7/16/23,Samsung,22
7/16/23,laptop,36
7/16/23,mechanical keyboard,1
7/16/23,noise cancelling headphones,1
7/16/23,smartphone,0
7/16/23,smartwatch,1
7/23/23,Apple,65
7/23/23,Logitech,2
7/23/23,NVIDIA,3
7/23/23,OLED monitor,0
7/23/23,Samsung,23
7/23/23,laptop,37
7/23/23,mechanical keyboard,1
7/23/23,noise cancelling headphones,1
7/23/23,smartphone,0
7/23/23,smartwatch,2
7/30/23,Apple,64
7/30/23,Logitech,2
7/30/23,NVIDIA,3
7/30/23,OLED monitor,0
7/30/23,Samsung,22
7/30/23,laptop,36
7/30/23,mechanical keyboard,1
7/30/23,noise cancelling headphones,1
7/30/23,smartphone,1
7/30/23,smartwatch,1
8/6/23,Apple,61
8/6/23,Logitech,2
8/6/23,NVIDIA,3
8/6/23,OLED monitor,0
8/6/23,Samsung,22
8/6/23,laptop,37
8/6/23,mechanical keyboard,1
8/6/23,noise cancelling headphones,1
8/6/23,smartphone,0
8/6/23,smartwatch,1
8/13/23,Apple,62
8/13/23,Logitech,2
8/13/23,NVIDIA,4
8/13/23,OLED monitor,0
8/13/23,Samsung,21
8/13/23,laptop,39
8/13/23,mechanical keyboard,1
8/13/23,noise cancelling headphones,1
8/13/23,smartphone,0
8/13/23,smartwatch,1
8/20/23,Apple,59
8/20/23,Logitech,2
8/20/23,NVIDIA,7
8/20/23,OLED monitor,0
8/20/23,Samsung,22
8/20/23,laptop,39
8/20/23,mechanical keyboard,1
8/20/23,noise cancelling headphones,1
8/20/23,smartphone,0
8/20/23,smartwatch,1
8/27/23,Apple,62
8/27/23,Logitech,2
8/27/23,NVIDIA,4
8/27/23,OLED monitor,0
8/27/23,Samsung,22
8/27/23,laptop,37
8/27/23,mechanical keyboard,1
8/27/23,noise cancelling headphones,1
8/27/23,smartphone,1
8/27/23,smartwatch,1
9/3/23,Apple,63
9/3/23,Logitech,2
9/3/23,NVIDIA,3
9/3/23,OLED monitor,0
9/3/23,Samsung,22
9/3/23,laptop,36
9/3/23,mechanical keyboard,1
9/3/23,noise cancelling headphones,1
9/3/23,smartphone,1
9/3/23,smartwatch,1
9/10/23,Apple,84
9/10/23,Logitech,2
9/10/23,NVIDIA,3
9/10/23,OLED monitor,0
9/10/23,Samsung,23
9/10/23,laptop,35
9/10/23,mechanical keyboard,1
9/10/23,noise cancelling headphones,1
9/10/23,smartphone,1
9/10/23,smartwatch,1
9/17/23,Apple,80
9/17/23,Logitech,2
9/17/23,NVIDIA,3
9/17/23,OLED monitor,0
9/17/23,Samsung,21
9/17/23,laptop,35
9/17/23,mechanical keyboard,1
9/17/23,noise cancelling headphones,1
9/17/23,smartphone,1
9/17/23,smartwatch,1
9/24/23,Apple,80
9/24/23,Logitech,2
9/24/23,NVIDIA,3
9/24/23,OLED monitor,0
9/24/23,Samsung,21
9/24/23,laptop,35
9/24/23,mechanical keyboard,1
9/24/23,noise cancelling headphones,1
9/24/23,smartphone,1
9/24/23,smartwatch,1
10/1/23,Apple,72
10/1/23,Logitech,2
10/1/23,NVIDIA,3
10/1/23,OLED monitor,0
10/1/23,Samsung,20
10/1/23,laptop,33
10/1/23,mechanical keyboard,1
10/1/23,noise cancelling headphones,1
10/1/23,smartphone,1
10/1/23,smartwatch,1
10/8/23,Apple,73
10/8/23,Logitech,2
10/8/23,NVIDIA,3
10/8/23,OLED monitor,0
10/8/23,Samsung,22
10/8/23,laptop,34
10/8/23,mechanical keyboard,1
10/8/23,noise cancelling headphones,1
10/8/23,smartphone,1
10/8/23,smartwatch,1
10/15/23,Apple,69
10/15/23,Logitech,2
10/15/23,NVIDIA,3
10/15/23,OLED monitor,0
10/15/23,Samsung,21
10/15/23,laptop,33
10/15/23,mechanical keyboard,0
10/15/23,noise cancelling headphones,1
10/15/23,smartphone,1
10/15/23,smartwatch,1
10/22/23,Apple,67
10/22/23,Logitech,2
10/22/23,NVIDIA,3
10/22/23,OLED monitor,0
10/22/23,Samsung,20
10/22/23,laptop,34
10/22/23,mechanical keyboard,1
10/22/23,noise cancelling headphones,1
10/22/23,smartphone,0
10/22/23,smartwatch,1
10/29/23,Apple,67
10/29/23,Logitech,2
10/29/23,NVIDIA,3
10/29/23,OLED monitor,0
10/29/23,Samsung,20
10/29/23,laptop,33
10/29/23,mechanical keyboard,1
10/29/23,noise cancelling headphones,1
10/29/23,smartphone,0
10/29/23,smartwatch,1
11/5/23,Apple,68
11/5/23,Logitech,2
11/5/23,NVIDIA,3
11/5/23,OLED monitor,0
11/5/23,Samsung,22
11/5/23,laptop,34
11/5/23,mechanical keyboard,1
11/5/23,noise cancelling headphones,1
11/5/23,smartphone,1
11/5/23,smartwatch,1
11/12/23,Apple,73
11/12/23,Logitech,2
11/12/23,NVIDIA,4
11/12/23,OLED monitor,0
11/12/23,Samsung,22
11/12/23,laptop,38
11/12/23,mechanical keyboard,1
11/12/23,noise cancelling headphones,1
11/12/23,smartphone,1
11/12/23,smartwatch,2
11/19/23,Apple,92
11/19/23,Logitech,3
11/19/23,NVIDIA,5
11/19/23,OLED monitor,1
11/19/23,Samsung,32
11/19/23,laptop,47
11/19/23,mechanical keyboard,1
11/19/23,noise cancelling headphones,2
11/19/23,smartphone,1
11/19/23,smartwatch,2
11/26/23,Apple,80
11/26/23,Logitech,3
11/26/23,NVIDIA,4
11/26/23,OLED monitor,0
11/26/23,Samsung,25
11/26/23,laptop,43
11/26/23,mechanical keyboard,1
11/26/23,noise cancelling headphones,1
11/26/23,smartphone,1
11/26/23,smartwatch,2
12/3/23,Apple,66
12/3/23,Logitech,3
12/3/23,NVIDIA,4
12/3/23,OLED monitor,0
12/3/23,Samsung,23
12/3/23,laptop,40
12/3/23,mechanical keyboard,1
12/3/23,noise cancelling headphones,1
12/3/23,smartphone,1
12/3/23,smartwatch,2
12/10/23,Apple,67
12/10/23,Logitech,3
12/10/23,NVIDIA,4
12/10/23,OLED monitor,0
12/10/23,Samsung,23
12/10/23,laptop,38
12/10/23,mechanical keyboard,1
12/10/23,noise cancelling headphones,1
12/10/23,smartphone,1
12/10/23,smartwatch,2
12/17/23,Apple,72
12/17/23,Logitech,3
12/17/23,NVIDIA,4
12/17/23,OLED monitor,0
12/17/23,Samsung,24
12/17/23,laptop,34
12/17/23,mechanical keyboard,1
12/17/23,noise cancelling headphones,1
12/17/23,smartphone,1
12/17/23,smartwatch,2
12/24/23,Apple,85
12/24/23,Logitech,3
12/24/23,NVIDIA,4
12/24/23,OLED monitor,0
12/24/23,Samsung,27
12/24/23,laptop,38
12/24/23,mechanical keyboard,1
12/24/23,noise cancelling headphones,1
12/24/23,smartphone,1
12/24/23,smartwatch,2
12/31/23,Apple,65
12/31/23,Logitech,2
12/31/23,NVIDIA,3
12/31/23,OLED monitor,0
12/31/23,Samsung,23
12/31/23,laptop,35
12/31/23,mechanical keyboard,1
12/31/23,noise cancelling headphones,1
12/31/23,smartphone,1
12/31/23,smartwatch,2
1/7/24,Apple,65
1/7/24,Logitech,2
1/7/24,NVIDIA,4
1/7/24,OLED monitor,1
1/7/24,Samsung,21
1/7/24,laptop,39
1/7/24,mechanical keyboard,1
1/7/24,noise cancelling headphones,1
1/7/24,smartphone,0
1/7/24,smartwatch,1
1/14/24,Apple,63
1/14/24,Logitech,2
1/14/24,NVIDIA,4
1/14/24,OLED monitor,0
1/14/24,Samsung,26
1/14/24,laptop,36
1/14/24,mechanical keyboard,1
1/14/24,noise cancelling headphones,1
1/14/24,smartphone,1
1/14/24,smartwatch,1
1/21/24,Apple,62
1/21/24,Logitech,2
1/21/24,NVIDIA,5
1/21/24,OLED monitor,0
1/21/24,Samsung,23
1/21/24,laptop,37
1/21/24,mechanical keyboard,1
1/21/24,noise cancelling headphones,1
1/21/24,smartphone,1
1/21/24,smartwatch,1
1/28/24,Apple,65
1/28/24,Logitech,2
1/28/24,NVIDIA,5
1/28/24,OLED monitor,0
1/28/24,Samsung,21
1/28/24,laptop,38
1/28/24,mechanical keyboard,1
1/28/24,noise cancelling headphones,1
1/28/24,smartphone,1
1/28/24,smartwatch,1
2/4/24,Apple,69
2/4/24,Logitech,2
2/4/24,NVIDIA,5
2/4/24,OLED monitor,0
2/4/24,Samsung,21
2/4/24,laptop,36
2/4/24,mechanical keyboard,1
2/4/24,noise cancelling headphones,1
2/4/24,smartphone,1
2/4/24,smartwatch,1
2/11/24,Apple,58
2/11/24,Logitech,2
2/11/24,NVIDIA,6
2/11/24,OLED monitor,0
2/11/24,Samsung,20
2/11/24,laptop,35
2/11/24,mechanical keyboard,1
2/11/24,noise cancelling headphones,1
2/11/24,smartphone,0
2/11/24,smartwatch,1
2/18/24,Apple,60
2/18/24,Logitech,2
2/18/24,NVIDIA,13
2/18/24,OLED monitor,0
2/18/24,Samsung,22
2/18/24,laptop,35
2/18/24,mechanical keyboard,1
2/18/24,noise cancelling headphones,1
2/18/24,smartphone,1
2/18/24,smartwatch,1
2/25/24,Apple,63
2/25/24,Logitech,2
2/25/24,NVIDIA,7
2/25/24,OLED monitor,0
2/25/24,Samsung,19
2/25/24,laptop,35
2/25/24,mechanical keyboard,1
2/25/24,noise cancelling headphones,1
2/25/24,smartphone,1
2/25/24,smartwatch,1
3/3/24,Apple,59
3/3/24,Logitech,2
3/3/24,NVIDIA,8
3/3/24,OLED monitor,0
3/3/24,Samsung,19
3/3/24,laptop,34
3/3/24,mechanical keyboard,1
3/3/24,noise cancelling headphones,1
3/3/24,smartphone,0
3/3/24,smartwatch,1
3/10/24,Apple,58
3/10/24,Logitech,2
3/10/24,NVIDIA,7
3/10/24,OLED monitor,0
3/10/24,Samsung,19
3/10/24,laptop,33
3/10/24,mechanical keyboard,1
3/10/24,noise cancelling headphones,1
3/10/24,smartphone,0
3/10/24,smartwatch,1
3/17/24,Apple,60
3/17/24,Logitech,2
3/17/24,NVIDIA,8
3/17/24,OLED monitor,0
3/17/24,Samsung,19
3/17/24,laptop,34
3/17/24,mechanical keyboard,1
3/17/24,noise cancelling headphones,1
3/17/24,smartphone,0
3/17/24,smartwatch,1
3/24/24,Apple,58
3/24/24,Logitech,2
3/24/24,NVIDIA,6
3/24/24,OLED monitor,0
3/24/24,Samsung,19
3/24/24,laptop,32
3/24/24,mechanical keyboard,1
3/24/24,noise cancelling headphones,1
3/24/24,smartphone,1
3/24/24,smartwatch,1
3/31/24,Apple,58
3/31/24,Logitech,2
3/31/24,NVIDIA,5
3/31/24,OLED monitor,0
3/31/24,Samsung,19
3/31/24,laptop,33
3/31/24,mechanical keyboard,1
3/31/24,noise cancelling headphones,1
3/31/24,smartphone,0
3/31/24,smartwatch,1
4/7/24,Apple,59
4/7/24,Logitech,2
4/7/24,NVIDIA,5
4/7/24,OLED monitor,0
4/7/24,Samsung,18
4/7/24,laptop,32
4/7/24,mechanical keyboard,1
4/7/24,noise cancelling headphones,1
4/7/24,smartphone,1
4/7/24,smartwatch,1
4/14/24,Apple,58
4/14/24,Logitech,2
4/14/24,NVIDIA,5
4/14/24,OLED monitor,0
4/14/24,Samsung,18
4/14/24,laptop,33
4/14/24,mechanical keyboard,1
4/14/24,noise cancelling headphones,1
4/14/24,smartphone,1
4/14/24,smartwatch,1
4/21/24,Apple,56
4/21/24,Logitech,2
4/21/24,NVIDIA,5
4/21/24,OLED monitor,0
4/21/24,Samsung,19
4/21/24,laptop,34
4/21/24,mechanical keyboard,1
4/21/24,noise cancelling headphones,1
4/21/24,smartphone,1
4/21/24,smartwatch,1
4/28/24,Apple,57
4/28/24,Logitech,2
4/28/24,NVIDIA,4
4/28/24,OLED monitor,0
4/28/24,Samsung,18
4/28/24,laptop,31
4/28/24,mechanical keyboard,1
4/28/24,noise cancelling headphones,1
4/28/24,smartphone,1
4/28/24,smartwatch,1
5/5/24,Apple,65
5/5/24,Logitech,2
5/5/24,NVIDIA,4
5/5/24,OLED monitor,0
5/5/24,Samsung,19
5/5/24,laptop,32
5/5/24,mechanical keyboard,1
5/5/24,noise cancelling headphones,1
5/5/24,smartphone,1
5/5/24,smartwatch,1
5/12/24,Apple,60
5/12/24,Logitech,2
5/12/24,NVIDIA,5
5/12/24,OLED monitor,0
5/12/24,Samsung,18
5/12/24,laptop,33
5/12/24,mechanical keyboard,1
5/12/24,noise cancelling headphones,1
5/12/24,smartphone,0
5/12/24,smartwatch,1
5/19/24,Apple,62
5/19/24,Logitech,2
5/19/24,NVIDIA,11
5/19/24,OLED monitor,0
5/19/24,Samsung,19
5/19/24,laptop,35
5/19/24,mechanical keyboard,1
5/19/24,noise cancelling headphones,1
5/19/24,smartphone,0
5/19/24,smartwatch,1
5/26/24,Apple,59
5/26/24,Logitech,2
5/26/24,NVIDIA,8
5/26/24,OLED monitor,0
5/26/24,Samsung,21
5/26/24,laptop,35
5/26/24,mechanical keyboard,1
5/26/24,noise cancelling headphones,1
5/26/24,smartphone,0
5/26/24,smartwatch,1
6/2/24,Apple,60
6/2/24,Logitech,2
6/2/24,NVIDIA,12
6/2/24,OLED monitor,0
6/2/24,Samsung,21
6/2/24,laptop,36
6/2/24,mechanical keyboard,1
6/2/24,noise cancelling headphones,1
6/2/24,smartphone,0
6/2/24,smartwatch,1
6/9/24,Apple,69
6/9/24,Logitech,2
6/9/24,NVIDIA,12
6/9/24,OLED monitor,0
6/9/24,Samsung,20
6/9/24,laptop,36
6/9/24,mechanical keyboard,1
6/9/24,noise cancelling headphones,1
6/9/24,smartphone,0
6/9/24,smartwatch,1
6/16/24,Apple,60
6/16/24,Logitech,2
6/16/24,NVIDIA,11
6/16/24,OLED monitor,0
6/16/24,Samsung,19
6/16/24,laptop,34
6/16/24,mechanical keyboard,1
6/16/24,noise cancelling headphones,1
6/16/24,smartphone,0
6/16/24,smartwatch,1
6/23/24,Apple,59
6/23/24,Logitech,2
6/23/24,NVIDIA,10
6/23/24,OLED monitor,0
6/23/24,Samsung,20
6/23/24,laptop,36
6/23/24,mechanical keyboard,1
6/23/24,noise cancelling headphones,1
6/23/24,smartphone,0
6/23/24,smartwatch,1
6/30/24,Apple,62
6/30/24,Logitech,2
6/30/24,NVIDIA,7
6/30/24,OLED monitor,0
6/30/24,Samsung,22
6/30/24,laptop,33
6/30/24,mechanical keyboard,1
6/30/24,noise cancelling headphones,1
6/30/24,smartphone,0
6/30/24,smartwatch,1
7/7/24,Apple,59
7/7/24,Logitech,2
7/7/24,NVIDIA,7
7/7/24,OLED monitor,0
7/7/24,Samsung,23
7/7/24,laptop,37
7/7/24,mechanical keyboard,1
7/7/24,noise cancelling headphones,1
7/7/24,smartphone,0
7/7/24,smartwatch,1
7/14/24,Apple,64
7/14/24,Logitech,2
7/14/24,NVIDIA,7
7/14/24,OLED monitor,0
7/14/24,Samsung,24
7/14/24,laptop,39
7/14/24,mechanical keyboard,1
7/14/24,noise cancelling headphones,1
7/14/24,smartphone,0
7/14/24,smartwatch,1
7/21/24,Apple,61
7/21/24,Logitech,2
7/21/24,NVIDIA,7
7/21/24,OLED monitor,0
7/21/24,Samsung,22
7/21/24,laptop,37
7/21/24,mechanical keyboard,1
7/21/24,noise cancelling headphones,1
7/21/24,smartphone,0
7/21/24,smartwatch,1
7/28/24,Apple,60
7/28/24,Logitech,2
7/28/24,NVIDIA,8
7/28/24,OLED monitor,0
7/28/24,Samsung,23
7/28/24,laptop,38
7/28/24,mechanical keyboard,1
7/28/24,noise cancelling headphones,1
7/28/24,smartphone,0
7/28/24,smartwatch,1
8/4/24,Apple,63
8/4/24,Logitech,2
8/4/24,NVIDIA,9
8/4/24,OLED monitor,0
8/4/24,Samsung,21
8/4/24,laptop,40
8/4/24,mechanical keyboard,1
8/4/24,noise cancelling headphones,1
8/4/24,smartphone,0
8/4/24,smartwatch,1
8/11/24,Apple,63
8/11/24,Logitech,2
8/11/24,NVIDIA,8
8/11/24,OLED monitor,0
8/11/24,Samsung,20
8/11/24,laptop,41
8/11/24,mechanical keyboard,1
8/11/24,noise cancelling headphones,1
8/11/24,smartphone,0
8/11/24,smartwatch,1
8/18/24,Apple,62
8/18/24,Logitech,2
8/18/24,NVIDIA,8
8/18/24,OLED monitor,0
8/18/24,Samsung,21
8/18/24,laptop,43
8/18/24,mechanical keyboard,1
